Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Food and drink,satisfaction
Loyal Customer,46,Business travel,Business,2491,3,3,4,satisfied
Loyal Customer,12,Personal Travel,Eco,944,2,2,1,neutral or dissatisfied
Loyal Customer,25,Business travel,Business,496,4,4,4,satisfied
Loyal Customer,63,Business travel,Business,329,2,2,5,satisfied
Loyal Customer,48,Business travel,Business,402,1,1,4,satisfied
Loyal Customer,43,Business travel,Business,3946,3,3,3,satisfied
Loyal Customer,35,Business travel,Business,337,5,5,2,satisfied
Loyal Customer,32,Business travel,Business,2133,4,4,4,satisfied
Loyal Customer,44,Personal Travel,Eco,192,2,2,4,neutral or dissatisfied
Loyal Customer,60,Personal Travel,Eco,491,1,1,5,neutral or dissatisfied
Loyal Customer,20,Personal Travel,Eco,1120,2,2,2,neutral or dissatisfied
Loyal Customer,10,Personal Travel,Eco,1440,1,1,4,neutral or dissatisfied
Loyal Customer,51,Business travel,Business,140,2,3,1,neutral or dissatisfied
Loyal Customer,22,Personal Travel,Eco,451,2,2,2,neutral or dissatisfied
Loyal Customer,42,Personal Travel,Eco,798,1,1,5,neutral or dissatisfied
Loyal Customer,32,Business travel,Business,3607,1,1,5,satisfied
Loyal Customer,24,Personal Travel,Eco,1096,2,2,1,neutral or dissatisfied
Loyal Customer,43,Business travel,Business,373,2,2,2,satisfied
Loyal Customer,7,Personal Travel,Eco,405,3,3,4,neutral or dissatisfied
Loyal Customer,29,Business travel,Business,2542,5,4,5,satisfied
Loyal Customer,48,Business travel,Eco Plus,907,4,2,5,satisfied
disloyal Customer,25,Business travel,Eco,1258,3,3,3,neutral or dissatisfied
Loyal Customer,25,Personal Travel,Eco,550,2,2,1,neutral or dissatisfied
Loyal Customer,35,Business travel,Business,602,4,4,3,satisfied
Loyal Customer,57,Business travel,Eco,1399,2,2,4,neutral or dissatisfied
Loyal Customer,52,Business travel,Business,3245,4,4,2,satisfied
Loyal Customer,17,Business travel,Eco,677,0,0,4,satisfied
Loyal Customer,30,Personal Travel,Eco,1616,2,3,1,neutral or dissatisfied
Loyal Customer,38,Business travel,Business,1561,3,3,2,satisfied
Loyal Customer,38,Business travel,Business,285,5,5,1,satisfied
disloyal Customer,38,Business travel,Business,1189,1,1,3,neutral or dissatisfied
disloyal Customer,23,Business travel,Eco,1021,2,2,3,satisfied
Loyal Customer,39,Business travel,Business,2442,5,5,2,satisfied
Loyal Customer,55,Business travel,Business,918,1,2,5,neutral or dissatisfied
disloyal Customer,25,Business travel,Business,545,3,3,5,neutral or dissatisfied
Loyal Customer,59,Business travel,Business,459,4,2,4,neutral or dissatisfied
Loyal Customer,9,Personal Travel,Eco Plus,804,1,1,1,neutral or dissatisfied
disloyal Customer,26,Business travel,Business,569,0,0,3,satisfied
Loyal Customer,51,Business travel,Business,3991,5,5,3,satisfied
Loyal Customer,40,Business travel,Business,1620,2,2,4,satisfied
Loyal Customer,56,Business travel,Business,1173,3,5,4,neutral or dissatisfied
Loyal Customer,56,Personal Travel,Eco,236,3,3,5,neutral or dissatisfied
Loyal Customer,18,Personal Travel,Eco,134,2,2,3,neutral or dissatisfied
Loyal Customer,8,Personal Travel,Eco Plus,647,3,3,2,neutral or dissatisfied
Loyal Customer,33,Business travel,Eco Plus,654,4,3,4,satisfied
Loyal Customer,46,Business travel,Business,2623,3,3,3,satisfied
Loyal Customer,41,Business travel,Business,209,4,4,1,neutral or dissatisfied
Loyal Customer,36,Business travel,Business,257,3,3,4,satisfied
Loyal Customer,26,Business travel,Business,1629,1,1,5,satisfied
disloyal Customer,36,Business travel,Eco,371,3,3,5,neutral or dissatisfied
Loyal Customer,31,Business travel,Business,2201,5,5,2,satisfied
Loyal Customer,24,Personal Travel,Eco,836,2,2,1,neutral or dissatisfied
Loyal Customer,39,Business travel,Business,3081,5,5,2,satisfied
disloyal Customer,20,Business travel,Eco,859,3,4,4,neutral or dissatisfied
Loyal Customer,69,Personal Travel,Eco,1055,2,2,3,neutral or dissatisfied
disloyal Customer,27,Business travel,Eco,399,1,1,5,neutral or dissatisfied
Loyal Customer,10,Business travel,Eco,632,3,4,3,neutral or dissatisfied
Loyal Customer,60,Business travel,Business,3626,2,2,4,satisfied
Loyal Customer,44,Business travel,Business,833,2,2,3,satisfied
Loyal Customer,68,Personal Travel,Eco,1288,2,2,4,neutral or dissatisfied
Loyal Customer,41,Business travel,Business,2163,3,3,5,neutral or dissatisfied
Loyal Customer,46,Business travel,Eco,645,3,2,3,neutral or dissatisfied
Loyal Customer,54,Business travel,Eco,515,3,2,3,neutral or dissatisfied
Loyal Customer,44,Business travel,Business,3767,1,1,5,neutral or dissatisfied
disloyal Customer,43,Personal Travel,Eco,888,5,5,4,satisfied
disloyal Customer,44,Business travel,Business,288,5,5,4,satisfied
disloyal Customer,26,Business travel,Business,1024,4,4,5,neutral or dissatisfied
Loyal Customer,48,Business travel,Business,3185,2,2,5,satisfied
Loyal Customer,30,Business travel,Business,2974,4,4,4,satisfied
Loyal Customer,46,Business travel,Business,2981,1,1,2,satisfied
disloyal Customer,23,Business travel,Eco,1428,2,2,2,neutral or dissatisfied
Loyal Customer,39,Business travel,Business,2454,5,5,5,satisfied
Loyal Customer,24,Business travel,Business,3482,5,5,4,satisfied
Loyal Customer,48,Personal Travel,Eco,296,2,4,4,neutral or dissatisfied
Loyal Customer,63,Personal Travel,Eco,391,3,3,5,neutral or dissatisfied
Loyal Customer,37,Business travel,Business,3744,5,5,5,satisfied
Loyal Customer,37,Business travel,Business,1558,4,1,1,neutral or dissatisfied
Loyal Customer,57,Business travel,Business,1389,1,3,5,satisfied
Loyal Customer,21,Personal Travel,Eco,1947,2,2,1,neutral or dissatisfied
Loyal Customer,9,Business travel,Eco,776,2,2,2,neutral or dissatisfied
Loyal Customer,24,Business travel,Business,3536,5,5,4,satisfied
disloyal Customer,36,Business travel,Business,414,3,3,3,neutral or dissatisfied
Loyal Customer,44,Business travel,Business,3165,2,2,4,satisfied
Loyal Customer,49,Business travel,Business,1600,2,5,4,neutral or dissatisfied
Loyal Customer,42,Business travel,Business,3605,4,4,3,satisfied
Loyal Customer,52,Personal Travel,Eco,247,4,0,5,satisfied
Loyal Customer,52,Business travel,Eco,550,2,4,2,neutral or dissatisfied
Loyal Customer,20,Personal Travel,Eco,446,4,4,1,neutral or dissatisfied
Loyal Customer,47,Business travel,Business,728,1,1,1,satisfied
Loyal Customer,45,Business travel,Business,3692,2,2,1,neutral or dissatisfied
Loyal Customer,44,Business travel,Business,3979,4,4,3,satisfied
Loyal Customer,47,Business travel,Business,3546,2,2,4,neutral or dissatisfied
Loyal Customer,57,Business travel,Business,177,5,5,1,satisfied
Loyal Customer,34,Business travel,Business,760,4,4,4,satisfied
Loyal Customer,26,Business travel,Eco,2378,4,5,4,satisfied
Loyal Customer,45,Business travel,Business,228,0,0,3,satisfied
Loyal Customer,33,Business travel,Business,163,3,4,2,satisfied
disloyal Customer,22,Business travel,Eco,251,1,1,2,neutral or dissatisfied
Loyal Customer,51,Business travel,Business,406,5,5,5,satisfied
Loyal Customer,60,Personal Travel,Eco,624,4,4,4,satisfied
Loyal Customer,40,Business travel,Business,3764,1,1,4,satisfied
Loyal Customer,62,Business travel,Eco,696,3,5,2,neutral or dissatisfied
Loyal Customer,68,Personal Travel,Eco,746,3,3,5,neutral or dissatisfied
Loyal Customer,38,Business travel,Business,2930,2,5,2,neutral or dissatisfied
Loyal Customer,44,Business travel,Business,192,5,5,3,satisfied
Loyal Customer,11,Personal Travel,Eco,507,3,3,1,neutral or dissatisfied
Loyal Customer,33,Personal Travel,Eco,226,1,1,2,neutral or dissatisfied
Loyal Customer,10,Personal Travel,Eco Plus,338,1,3,5,neutral or dissatisfied
Loyal Customer,51,Business travel,Eco Plus,380,2,4,2,satisfied
Loyal Customer,34,Business travel,Business,3144,4,4,3,satisfied
Loyal Customer,69,Business travel,Business,3714,4,1,1,neutral or dissatisfied
Loyal Customer,49,Business travel,Business,90,4,2,3,satisfied
Loyal Customer,30,Business travel,Eco Plus,204,2,5,2,neutral or dissatisfied
Loyal Customer,40,Personal Travel,Eco,399,3,3,1,neutral or dissatisfied
Loyal Customer,29,Personal Travel,Eco Plus,802,2,2,2,neutral or dissatisfied
Loyal Customer,68,Personal Travel,Eco,406,3,3,3,neutral or dissatisfied
Loyal Customer,53,Business travel,Eco Plus,676,2,5,5,neutral or dissatisfied
Loyal Customer,24,Business travel,Business,1476,4,4,5,satisfied
Loyal Customer,43,Business travel,Business,3677,4,4,4,satisfied
Loyal Customer,7,Personal Travel,Business,1034,2,2,2,neutral or dissatisfied
Loyal Customer,65,Personal Travel,Business,1042,4,4,3,neutral or dissatisfied
Loyal Customer,8,Personal Travel,Eco,597,4,4,2,neutral or dissatisfied
Loyal Customer,50,Personal Travel,Eco,1635,1,1,4,neutral or dissatisfied
Loyal Customer,26,Personal Travel,Eco Plus,2556,3,3,3,neutral or dissatisfied
Loyal Customer,24,Personal Travel,Eco,859,3,3,2,neutral or dissatisfied
Loyal Customer,55,Personal Travel,Eco,1236,1,1,3,neutral or dissatisfied
disloyal Customer,21,Business travel,Eco,192,3,3,1,neutral or dissatisfied
Loyal Customer,57,Business travel,Eco,649,4,4,4,satisfied
Loyal Customer,22,Business travel,Business,936,2,2,4,satisfied
Loyal Customer,49,Personal Travel,Eco,484,3,3,3,neutral or dissatisfied
Loyal Customer,31,Personal Travel,Eco,2279,1,1,3,neutral or dissatisfied
disloyal Customer,21,Business travel,Eco,1444,5,4,5,satisfied
disloyal Customer,38,Business travel,Business,1389,5,5,2,satisfied
Loyal Customer,42,Business travel,Business,1846,1,2,5,neutral or dissatisfied
Loyal Customer,55,Business travel,Business,1884,4,1,3,satisfied
disloyal Customer,26,Business travel,Business,285,1,1,3,neutral or dissatisfied
Loyal Customer,43,Business travel,Business,2256,1,1,5,neutral or dissatisfied
Loyal Customer,12,Personal Travel,Eco,2342,3,3,4,neutral or dissatisfied
Loyal Customer,32,Business travel,Eco,163,2,4,2,neutral or dissatisfied
Loyal Customer,46,Business travel,Business,2502,2,2,3,satisfied
Loyal Customer,19,Business travel,Eco,337,4,2,4,neutral or dissatisfied
Loyal Customer,38,Business travel,Business,261,2,5,4,satisfied
Loyal Customer,52,Business travel,Business,332,3,3,4,satisfied
disloyal Customer,47,Business travel,Eco,707,1,1,3,neutral or dissatisfied
Loyal Customer,19,Personal Travel,Eco,888,2,2,1,neutral or dissatisfied
Loyal Customer,43,Personal Travel,Eco,301,3,3,5,neutral or dissatisfied
Loyal Customer,23,Business travel,Eco,130,2,1,2,neutral or dissatisfied
Loyal Customer,45,Business travel,Business,3052,1,5,3,satisfied
Loyal Customer,58,Personal Travel,Eco,2405,5,5,2,satisfied
disloyal Customer,25,Business travel,Eco,2585,3,3,3,neutral or dissatisfied
Loyal Customer,68,Personal Travel,Eco,666,4,4,1,neutral or dissatisfied
Loyal Customer,64,Business travel,Business,3239,3,3,3,satisfied
Loyal Customer,57,Business travel,Business,2718,2,2,3,satisfied
Loyal Customer,43,Business travel,Business,362,4,4,4,neutral or dissatisfied
Loyal Customer,28,Business travel,Business,3545,2,2,5,satisfied
disloyal Customer,30,Business travel,Eco,813,3,2,3,neutral or dissatisfied
Loyal Customer,23,Business travel,Business,1698,2,2,5,satisfied
disloyal Customer,37,Business travel,Business,148,4,4,4,satisfied
Loyal Customer,54,Business travel,Business,544,2,2,5,satisfied
Loyal Customer,40,Business travel,Business,3011,5,5,4,satisfied
Loyal Customer,47,Business travel,Eco,783,5,2,5,satisfied
disloyal Customer,24,Business travel,Business,255,5,5,3,satisfied
Loyal Customer,25,Personal Travel,Eco,140,3,3,4,neutral or dissatisfied
Loyal Customer,40,Business travel,Eco Plus,809,4,4,4,satisfied
Loyal Customer,38,Business travel,Business,2472,5,3,3,satisfied
Loyal Customer,45,Business travel,Eco,175,3,1,1,satisfied
Loyal Customer,29,Personal Travel,Eco Plus,331,2,2,3,neutral or dissatisfied
Loyal Customer,42,Business travel,Business,2243,5,4,4,satisfied
disloyal Customer,42,Business travel,Eco,1874,3,3,3,neutral or dissatisfied
disloyal Customer,27,Business travel,Eco,326,3,3,5,neutral or dissatisfied
disloyal Customer,38,Business travel,Business,130,4,4,1,neutral or dissatisfied
Loyal Customer,64,Personal Travel,Eco,1158,1,0,4,neutral or dissatisfied
Loyal Customer,46,Business travel,Business,2074,4,4,3,neutral or dissatisfied
Loyal Customer,46,Business travel,Business,1635,3,3,5,satisfied
Loyal Customer,53,Business travel,Business,1744,3,3,4,satisfied
Loyal Customer,48,Personal Travel,Eco,1703,4,4,4,neutral or dissatisfied
Loyal Customer,9,Personal Travel,Eco,883,4,3,1,neutral or dissatisfied
Loyal Customer,39,Business travel,Business,1979,3,3,3,satisfied
Loyal Customer,16,Personal Travel,Eco,306,2,2,5,neutral or dissatisfied
Loyal Customer,29,Personal Travel,Eco,992,2,2,5,neutral or dissatisfied
Loyal Customer,41,Business travel,Business,2077,2,2,5,satisfied
Loyal Customer,51,Business travel,Business,3304,2,2,5,satisfied
Loyal Customer,42,Business travel,Business,2274,2,2,3,satisfied
Loyal Customer,51,Business travel,Business,1084,5,5,3,satisfied
Loyal Customer,50,Business travel,Business,2335,5,5,4,satisfied
Loyal Customer,48,Business travel,Business,1851,1,1,2,satisfied
Loyal Customer,50,Business travel,Business,3960,4,4,3,satisfied
disloyal Customer,20,Business travel,Eco,1269,2,2,3,neutral or dissatisfied
disloyal Customer,36,Business travel,Eco,965,3,3,3,neutral or dissatisfied
disloyal Customer,10,Personal Travel,Eco,192,2,2,2,neutral or dissatisfied
Loyal Customer,64,Personal Travel,Eco,1728,4,4,1,neutral or dissatisfied
Loyal Customer,58,Personal Travel,Eco,541,2,2,1,neutral or dissatisfied
Loyal Customer,55,Business travel,Business,1440,2,2,5,satisfied
Loyal Customer,64,Personal Travel,Eco Plus,213,2,2,5,neutral or dissatisfied
Loyal Customer,52,Business travel,Business,3496,5,5,3,satisfied
Loyal Customer,10,Personal Travel,Eco,325,3,3,1,neutral or dissatisfied
disloyal Customer,7,Business travel,Eco,491,4,4,5,neutral or dissatisfied
Loyal Customer,43,Business travel,Business,253,5,5,5,satisfied
Loyal Customer,42,Business travel,Eco,1010,5,4,1,satisfied
Loyal Customer,16,Business travel,Business,2899,5,5,4,satisfied
Loyal Customer,51,Business travel,Business,2093,1,1,3,satisfied
Loyal Customer,35,Business travel,Business,2295,1,1,1,neutral or dissatisfied
Loyal Customer,47,Personal Travel,Eco,1749,3,3,5,neutral or dissatisfied
disloyal Customer,35,Business travel,Business,668,2,2,5,neutral or dissatisfied
Loyal Customer,13,Business travel,Eco Plus,1384,4,5,4,neutral or dissatisfied
Loyal Customer,24,Business travel,Eco,326,0,0,3,satisfied
Loyal Customer,34,Business travel,Business,2627,1,1,3,satisfied
Loyal Customer,51,Business travel,Business,1644,2,2,4,satisfied
disloyal Customer,39,Business travel,Eco,813,1,1,2,neutral or dissatisfied
disloyal Customer,35,Business travel,Business,200,2,1,2,neutral or dissatisfied
Loyal Customer,48,Business travel,Business,304,2,4,4,satisfied
Loyal Customer,44,Business travel,Eco,373,5,1,5,satisfied
Loyal Customer,66,Personal Travel,Eco,1097,4,4,4,neutral or dissatisfied
Loyal Customer,26,Personal Travel,Eco,472,3,3,3,neutral or dissatisfied
Loyal Customer,65,Personal Travel,Eco,745,3,4,1,neutral or dissatisfied
disloyal Customer,20,Business travel,Eco,1394,2,1,2,neutral or dissatisfied
Loyal Customer,30,Personal Travel,Eco,607,3,3,3,neutral or dissatisfied
Loyal Customer,40,Business travel,Eco Plus,67,4,5,4,satisfied
Loyal Customer,45,Personal Travel,Eco,1294,3,3,2,neutral or dissatisfied
Loyal Customer,58,Personal Travel,Eco Plus,1208,3,4,2,neutral or dissatisfied
disloyal Customer,37,Business travel,Eco,107,2,2,2,neutral or dissatisfied
disloyal Customer,37,Business travel,Business,235,4,4,4,neutral or dissatisfied
Loyal Customer,25,Personal Travel,Eco,1009,0,0,5,satisfied
disloyal Customer,26,Business travel,Eco,1303,2,2,3,neutral or dissatisfied
Loyal Customer,27,Business travel,Business,628,2,2,4,satisfied
Loyal Customer,52,Personal Travel,Eco,1517,4,4,3,satisfied
Loyal Customer,26,Business travel,Business,2836,5,5,5,satisfied
Loyal Customer,58,Business travel,Business,1034,4,4,5,satisfied
Loyal Customer,50,Business travel,Business,2350,3,1,4,neutral or dissatisfied
disloyal Customer,11,Business travel,Eco,529,4,4,4,neutral or dissatisfied
disloyal Customer,25,Business travel,Business,483,0,0,5,satisfied
disloyal Customer,22,Business travel,Eco,480,3,3,3,neutral or dissatisfied
Loyal Customer,43,Personal Travel,Eco,2588,0,0,0,satisfied
Loyal Customer,41,Business travel,Business,3396,3,2,4,satisfied
disloyal Customer,40,Business travel,Business,384,3,3,2,neutral or dissatisfied
Loyal Customer,20,Business travel,Business,1788,1,5,1,neutral or dissatisfied
Loyal Customer,43,Business travel,Business,1506,3,3,5,satisfied
Loyal Customer,50,Business travel,Eco Plus,427,4,5,5,satisfied
disloyal Customer,24,Business travel,Eco,1042,3,3,1,neutral or dissatisfied
disloyal Customer,32,Business travel,Business,157,3,3,2,neutral or dissatisfied
Loyal Customer,47,Business travel,Business,3349,3,5,5,satisfied
disloyal Customer,28,Business travel,Eco,160,4,4,1,neutral or dissatisfied
Loyal Customer,23,Business travel,Business,1400,1,1,4,satisfied
Loyal Customer,38,Business travel,Business,2027,3,3,5,satisfied
Loyal Customer,53,Business travel,Business,1741,1,1,4,satisfied
Loyal Customer,52,Business travel,Business,3092,1,1,2,satisfied
disloyal Customer,20,Business travel,Business,386,5,5,4,satisfied
Loyal Customer,43,Business travel,Business,2585,1,1,5,satisfied
Loyal Customer,40,Business travel,Business,304,0,0,3,satisfied
Loyal Customer,43,Business travel,Business,2835,4,4,5,satisfied
Loyal Customer,34,Personal Travel,Eco,859,3,4,4,neutral or dissatisfied
Loyal Customer,37,Business travel,Business,3969,1,3,5,neutral or dissatisfied
Loyal Customer,61,Business travel,Business,2402,4,4,4,neutral or dissatisfied
Loyal Customer,29,Personal Travel,Eco,925,0,0,1,satisfied
